"fema.dis","priv.dis","INSURADJ.L","ppinc.adj","comp","reagan1","reagan2","bush","clinton1","clinton1.1","wbush","p1","p2","p3","p4","cong.pres","pres.party","state","ev","year"
4,3,23.3714337546184,30013.9867824034,48.5518819828337,0,0,0,0,0,1,0,0,0,1,0.6,1,"Florida",25,2004
0,4,15.5973196963887,18669.3522095094,33.3765991343655,1,0,0,0,0,0,1,0,0,0,0.166666666666667,0,"Georgia",12,1981
0,3,17.1959720410721,18802.7602709685,33.3765991343655,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0,"Georgia",12,1982
0,4,18.5746251105614,19699.2416013322,33.3765991343655,1,0,0,0,0,0,0,0,1,0,0.166666666666667,0,"Georgia",12,1983
0,6,18.1703544580151,21195.7482084896,33.3765991343655,1,0,0,0,0,0,0,0,0,1,0.166666666666667,0,"Georgia",12,1984
0,6,18.7021058239547,22005.2783655483,38.4025230503151,0,1,0,0,0,0,1,0,0,0,0.25,0,"Georgia",12,1985
0,1,17.3071798429155,22976.1728520165,38.4025230503151,0,1,0,0,0,0,0,1,0,0,0.25,0,"Georgia",12,1986
0,0,0,23366.5717225217,38.4025230503151,0,1,0,0,0,0,0,0,1,0,0.166666666666667,0,"Georgia",12,1987
0,4,17.6285692990355,23990.5952752496,38.4025230503151,0,1,0,0,0,0,0,0,0,1,0.166666666666667,0,"Georgia",12,1988
0,6,18.5187579062094,24274.0910500772,40.6474158885007,0,0,1,0,0,0,1,0,0,0,0.0833333333333333,0,"Georgia",12,1989
2,5,18.5651561582711,24280.2808335657,40.6474158885007,0,0,1,0,0,0,0,1,0,0,0.0833333333333333,0,"Georgia",12,1990
1,5,18.1882471457221,23934.3071139526,40.6474158885007,0,0,1,0,0,0,0,0,1,0,0.0833333333333333,0,"Georgia",12,1991
1,3,18.4947887160661,24518.4895573086,40.6474158885007,0,0,1,0,0,0,0,0,0,1,0.0833333333333333,0,"Georgia",12,1992
1,3,20.0010578620476,24618.5182566021,43.0854783520011,0,0,0,1,1,0,1,0,0,0,0.615384615384615,1,"Georgia",13,1993
3,7,19.3074126736182,25196.2488586315,43.0854783520011,0,0,0,1,1,0,0,1,0,0,0.615384615384615,1,"Georgia",13,1994
2,4,19.9730296894054,25653.2596698364,43.0854783520011,0,0,0,1,1,0,0,0,1,0,0.384615384615385,1,"Georgia",13,1995
0,5,18.1268636829375,26373.7021709992,43.0854783520011,0,0,0,1,1,0,0,0,0,1,0.384615384615385,1,"Georgia",13,1996
0,4,17.6186791583609,26736.0695773774,46.2739953351963,0,0,0,0,0,0,1,0,0,0,0.307692307692308,1,"Georgia",13,1997
1,7,19.3303269331323,27963.4165806072,46.2739953351963,0,0,0,0,0,0,0,1,0,0,0.307692307692308,1,"Georgia",13,1998
2,5,18.637323730665,28526.7699843515,46.2739953351963,0,0,0,0,0,0,0,0,1,0,0.307692307692308,1,"Georgia",13,1999
2,2,18.1079576874192,29308.3186900474,46.2739953351963,0,0,0,0,0,0,0,0,0,1,0.307692307692308,1,"Georgia",13,2000
0,1,17.2328373216203,29250.0247240656,47.6806162424822,0,0,0,0,0,1,1,0,0,0,0.615384615384615,1,"Georgia",13,2001
0,3,18.1975371926382,28883.5295625412,47.6806162424822,0,0,0,0,0,1,0,1,0,0,0.615384615384615,0,"Georgia",13,2002
0,8,19.0910884375384,28600.9012894307,47.6806162424822,0,0,0,0,0,1,0,0,1,0,0.692307692307692,1,"Georgia",13,2003
2,3,20.0971828869205,28674.4573455896,47.6806162424822,0,0,0,0,0,1,0,0,0,1,0.692307692307692,1,"Georgia",13,2004
0,0,0,24370.5486222316,45.051373913135,1,0,0,0,0,0,1,0,0,0,0,0,"Hawaii",4,1981
2,1,19.3591126016045,23914.9378291854,45.051373913135,1,0,0,0,0,0,0,1,0,0,0,0,"Hawaii",4,1982
0,1,16.0155390626196,25199.492760707,45.051373913135,1,0,0,0,0,0,0,0,1,0,0,0,"Hawaii",4,1983
0,0,0,25929.010177815,45.051373913135,1,0,0,0,0,0,0,0,0,1,0,0,"Hawaii",4,1984
0,0,0,26278.3143641444,47.3098617696548,0,1,0,0,0,0,1,0,0,0,0,0,"Hawaii",4,1985
0,0,0,26936.4756600428,47.3098617696548,0,1,0,0,0,0,0,1,0,0,0,0,"Hawaii",4,1986
0,0,0,27328.003658093,47.3098617696548,0,1,0,0,0,0,0,0,1,0,0.25,0,"Hawaii",4,1987
1,0,0,28461.9270652365,47.3098617696548,0,1,0,0,0,0,0,0,0,1,0.25,0,"Hawaii",4,1988
0,0,0,29827.1273736551,46.1353135223683,0,0,1,0,0,0,1,0,0,0,0.25,0,"Hawaii",4,1989
1,0,0,30601.4544688112,46.1353135223683,0,0,1,0,0,0,0,1,0,0,0.25,0,"Hawaii",4,1990
0,0,0,30325.0977422911,46.1353135223683,0,0,1,0,0,0,0,0,1,0,0,0,"Hawaii",4,1991
1,1,21.4417308253531,30962.5379412473,46.1353135223683,0,0,1,0,0,0,0,0,0,1,0,0,"Hawaii",4,1992
0,0,0,30655.4061332229,44.2566740237901,0,0,0,1,1,0,1,0,0,0,1,1,"Hawaii",4,1993
0,0,0,30142.8638876904,44.2566740237901,0,0,0,1,1,0,0,1,0,0,1,1,"Hawaii",4,1994
0,0,0,29590.806026644,44.2566740237901,0,0,0,1,1,0,0,0,1,0,1,1,"Hawaii",4,1995
2,0,0,28762.7417978522,44.2566740237901,0,0,0,1,1,0,0,0,0,1,1,1,"Hawaii",4,1996
0,0,0,28749.0851845711,41.399198160257,0,0,0,0,0,0,1,0,0,0,1,1,"Hawaii",4,1997
0,0,0,28907.2646536941,41.399198160257,0,0,0,0,0,0,0,1,0,0,1,1,"Hawaii",4,1998
0,0,0,29191.8205317776,41.399198160257,0,0,0,0,0,0,0,0,1,0,1,1,"Hawaii",4,1999
1,0,0,29755.7894396629,41.399198160257,0,0,0,0,0,0,0,0,0,1,1,1,"Hawaii",4,2000
0,0,0,29126.9413517241,39.7255247268335,0,0,0,0,0,1,1,0,0,0,0,1,"Hawaii",4,2001
0,0,0,29628.4075530583,39.7255247268335,0,0,0,0,0,1,0,1,0,0,0,0,"Hawaii",4,2002
0,0,0,29901.7378321643,39.7255247268335,0,0,0,0,0,1,0,0,1,0,0,1,"Hawaii",4,2003
0,0,0,30686.8457887601,39.7255247268335,0,0,0,0,0,1,0,0,0,1,0,1,"Hawaii",4,2004
0,0,0,18624.4392256059,31.532859187307,1,0,0,0,0,0,1,0,0,0,1,0,"Idaho",4,1981
0,0,0,17982.8560376565,31.532859187307,1,0,0,0,0,0,0,1,0,0,1,0,"Idaho",4,1982
1,1,15.5047134388906,18714.5655844829,31.532859187307,1,0,0,0,0,0,0,0,1,0,1,0,"Idaho",4,1983
1,0,0,19226.2109213845,31.532859187307,1,0,0,0,0,0,0,0,0,1,1,0,"Idaho",4,1984
0,0,0,19499.1821403962,30.8260704631029,0,1,0,0,0,0,1,0,0,0,0.75,0,"Idaho",4,1985
0,0,0,19653.6221303484,30.8260704631029,0,1,0,0,0,0,0,1,0,0,0.75,0,"Idaho",4,1986
0,0,0,19927.5572686862,30.8260704631029,0,1,0,0,0,0,0,0,1,0,0.75,0,"Idaho",4,1987
0,0,0,20568.9086172481,30.8260704631029,0,1,0,0,0,0,0,0,0,1,0.75,0,"Idaho",4,1988
0,0,0,21408.7026269742,30.3077930548736,0,0,1,0,0,0,1,0,0,0,0.75,0,"Idaho",4,1989
0,2,15.7437772718238,21687.595983751,30.3077930548736,0,0,1,0,0,0,0,1,0,0,0.75,0,"Idaho",4,1990
0,0,0,21231.792556739,30.3077930548736,0,0,1,0,0,0,0,0,1,0,0.5,0,"Idaho",4,1991
0,0,0,21970.0403802757,30.3077930548736,0,0,1,0,0,0,0,0,0,1,0.5,0,"Idaho",4,1992
0,0,0,22601.038598286,34.5917076435985,0,0,0,1,1,0,1,0,0,0,0.25,1,"Idaho",4,1993
0,0,0,22758.054168793,34.5917076435985,0,0,0,1,1,0,0,1,0,0,0.25,1,"Idaho",4,1994
0,0,0,22989.5831487344,34.5917076435985,0,0,0,1,1,0,0,0,1,0,0,0,"Idaho",4,1995
1,2,16.9482086867434,23273.3247658809,34.5917076435985,0,0,0,1,1,0,0,0,0,1,0,0,"Idaho",4,1996
2,0,0,23200.3356921291,38.7505555174981,0,0,0,0,0,0,1,0,0,0,0,0,"Idaho",4,1997
0,0,0,24102.794514918,38.7505555174981,0,0,0,0,0,0,0,1,0,0,0,0,"Idaho",4,1998
0,0,0,24660.7095339609,38.7505555174981,0,0,0,0,0,0,0,0,1,0,0,0,"Idaho",4,1999
1,0,0,25210.7706415831,38.7505555174981,0,0,0,0,0,0,0,0,0,1,0,0,"Idaho",4,2000
0,0,0,25502.6375829712,36.2303329824612,0,0,0,0,0,1,1,0,0,0,1,0,"Idaho",4,2001
0,0,0,25286.7970492672,36.2303329824612,0,0,0,0,0,1,0,1,0,0,1,1,"Idaho",4,2002
0,0,0,25007.4291134118,36.2303329824612,0,0,0,0,0,1,0,0,1,0,1,1,"Idaho",4,2003
0,0,0,25857.0505707946,36.2303329824612,0,0,0,0,0,1,0,0,0,1,1,1,"Idaho",4,2004
1,6,17.8890965907243,24199.1963378745,45.1184592921274,1,0,0,0,0,0,1,0,0,0,0.576923076923077,1,"Illinois",26,1981
2,6,19.1797064988738,24151.7959813688,45.1184592921274,1,0,0,0,0,0,0,1,0,0,0.576923076923077,1,"Illinois",26,1982
1,2,18.3379267828707,24381.4462387584,45.1184592921274,1,0,0,0,0,0,0,0,1,0,0.458333333333333,1,"Illinois",26,1983
0,7,18.6193046779767,25821.7065030875,45.1184592921274,1,0,0,0,0,0,0,0,0,1,0.458333333333333,1,"Illinois",26,1984
1,8,18.3130880846144,26232.2910096555,46.0614168556763,0,1,0,0,0,0,1,0,0,0,0.375,1,"Illinois",24,1985
1,2,17.084036291411,27013.3127966636,46.0614168556763,0,1,0,0,0,0,0,1,0,0,0.375,1,"Illinois",24,1986
1,3,19.3999239538749,27534.9905759971,46.0614168556763,0,1,0,0,0,0,0,0,1,0,0.375,1,"Illinois",24,1987
0,3,18.1258812037803,28374.145980134,46.0614168556763,0,1,0,0,0,0,0,0,0,1,0.375,1,"Illinois",24,1988
1,5,18.3776793080492,28735.7742731754,46.0459357714365,0,0,1,0,0,0,1,0,0,0,0.333333333333333,1,"Illinois",24,1989
3,8,19.5234110892142,28722.1940037218,46.0459357714365,0,0,1,0,0,0,0,1,0,0,0.333333333333333,1,"Illinois",24,1990
0,7,18.4377080054028,28099.1303814732,46.0459357714365,0,0,1,0,0,0,0,0,1,0,0.291666666666667,1,"Illinois",24,1991
1,4,19.892917534833,28984.3775297933,46.0459357714365,0,0,1,0,0,0,0,0,0,1,0.291666666666667,1,"Illinois",24,1992
1,6,18.7798432514179,28666.9174208107,44.6297504947245,0,0,0,1,1,0,1,0,0,0,0.636363636363636,0,"Illinois",22,1993
1,4,18.32658342073,29159.8327833971,44.6297504947245,0,0,0,1,1,0,0,1,0,0,0.636363636363636,0,"Illinois",22,1994
1,4,17.9888983272948,29731.3856087946,44.6297504947245,0,0,0,1,1,0,0,0,1,0,0.545454545454545,0,"Illinois",22,1995
3,9,19.3905557218851,30400.7023011142,44.6297504947245,0,0,0,1,1,0,0,0,0,1,0.545454545454545,0,"Illinois",22,1996
2,7,19.0655981414101,31156.1179756217,43.5858042019789,0,0,0,0,0,0,1,0,0,0,0.545454545454545,0,"Illinois",22,1997
0,11,19.3948654542278,32459.2272340082,43.5858042019789,0,0,0,0,0,0,0,1,0,0,0.545454545454545,0,"Illinois",22,1998
2,8,19.2202677710729,32696.4379648168,43.5858042019789,0,0,0,0,0,0,0,0,1,0,0.5,0,"Illinois",22,1999
0,8,18.8223070756575,33704.073363303,43.5858042019789,0,0,0,0,0,0,0,0,0,1,0.5,0,"Illinois",22,2000
2,5,19.3923215709724,33189.8370943367,41.8755597621519,0,0,0,0,0,1,1,0,0,0,0.5,0,"Illinois",22,2001
1,5,19.3289393041293,32754.443728242,41.8755597621519,0,0,0,0,0,1,0,1,0,0,0.5,1,"Illinois",22,2002
1,6,19.8089282306177,32458.1131772535,41.8755597621519,0,0,0,0,0,1,0,0,1,0,0.5,0,"Illinois",22,2003
1,5,19.1395069388875,32778.0498334932,41.8755597621519,0,0,0,0,0,1,0,0,0,1,0.5,0,"Illinois",22,2004
0,4,16.0027848045473,20450.6704970856,39.958727546864,1,0,0,0,0,0,1,0,0,0,0.538461538461538,1,"Indiana",13,1981
1,5,18.566266060903,19980.024996307,39.958727546864,1,0,0,0,0,0,0,1,0,0,0.538461538461538,1,"Indiana",13,1982
0,3,18.1437707684663,20316.0587262634,39.958727546864,1,0,0,0,0,0,0,0,1,0,0.583333333333333,1,"Indiana",13,1983
0,2,16.7615872409404,21637.0054854872,39.958727546864,1,0,0,0,0,0,0,0,0,1,0.583333333333333,1,"Indiana",13,1984
0,5,17.1330354638607,22041.861617989,41.4268214668239,0,1,0,0,0,0,1,0,0,0,0.636363636363636,1,"Indiana",12,1985
1,2,16.8763969267762,22731.0718018884,41.4268214668239,0,1,0,0,0,0,0,1,0,0,0.636363636363636,1,"Indiana",12,1986
0,2,17.6771573561203,23157.2270951422,41.4268214668239,0,1,0,0,0,0,0,0,1,0,0.5,1,"Indiana",12,1987
0,3,17.8449788182918,23585.5507279938,41.4268214668239,0,1,0,0,0,0,0,0,0,1,0.5,1,"Indiana",12,1988
0,6,18.3151589510345,24298.3835465878,39.3344170277448,0,0,1,0,0,0,1,0,0,0,0.454545454545455,0,"Indiana",12,1989
2,6,18.7444970870031,24126.0245576544,39.3344170277448,0,0,1,0,0,0,0,1,0,0,0.454545454545455,0,"Indiana",12,1990
2,5,18.3280090880643,23667.879080466,39.3344170277448,0,0,1,0,0,0,0,0,1,0,0.333333333333333,0,"Indiana",12,1991
2,4,18.563781587553,24469.6497143987,39.3344170277448,0,0,1,0,0,0,0,0,0,1,0.333333333333333,0,"Indiana",12,1992
1,3,17.5902591844004,24674.6107523069,41.3218950731485,0,0,0,1,1,0,1,0,0,0,0.583333333333333,1,"Indiana",12,1993
0,3,18.4517465635677,25256.4530261777,41.3218950731485,0,0,0,1,1,0,0,1,0,0,0.583333333333333,1,"Indiana",12,1994
0,2,16.9772974156163,25335.0321304734,41.3218950731485,0,0,0,1,1,0,0,0,1,0,0.333333333333333,1,"Indiana",12,1995
2,10,19.1454332640021,25709.873890438,41.3218950731485,0,0,0,1,1,0,0,0,0,1,0.333333333333333,1,"Indiana",12,1996
1,3,17.1486755291063,26186.6812439619,44.2969026620279,0,0,0,0,0,0,1,0,0,0,0.333333333333333,1,"Indiana",12,1997
2,8,18.9894003460574,27537.5857770737,44.2969026620279,0,0,0,0,0,0,0,1,0,0,0.333333333333333,1,"Indiana",12,1998
1,8,19.0456831967944,27721.8405365961,44.2969026620279,0,0,0,0,0,0,0,0,1,0,0.416666666666667,1,"Indiana",12,1999
0,7,18.59566089381,28412.1096258043,44.2969026620279,0,0,0,0,0,0,0,0,0,1,0.416666666666667,1,"Indiana",12,2000
1,4,18.4368101259102,27996.3541531943,45.0039721928112,0,0,0,0,0,1,1,0,0,0,0.583333333333333,1,"Indiana",12,2001
2,4,19.1954079115047,27910.3178817047,45.0039721928112,0,0,0,0,0,1,0,1,0,0,0.583333333333333,0,"Indiana",12,2002
2,7,19.4626519939777,28149.4338230505,45.0039721928112,0,0,0,0,0,1,0,0,1,0,0.583333333333333,0,"Indiana",12,2003
2,5,18.5822358180237,28715.7636656057,45.0039721928112,0,0,0,0,0,1,0,0,0,1,0.583333333333333,0,"Indiana",12,2004
0,2,15.707667753608,21539.4361191193,44.562747091281,1,0,0,0,0,0,1,0,0,0,0.625,1,"Iowa",8,1981
0,4,17.078189005488,21018.0822429518,44.562747091281,1,0,0,0,0,0,0,1,0,0,0.625,1,"Iowa",8,1982
0,4,17.6047742677995,20923.0396996042,44.562747091281,1,0,0,0,0,0,0,0,1,0,0.625,1,"Iowa",8,1983
1,4,17.8294278710321,22371.4725779209,44.562747091281,1,0,0,0,0,0,0,0,0,1,0.625,1,"Iowa",8,1984
0,5,17.0377252840129,22595.5878940328,46.2322993481329,0,1,0,0,0,0,1,0,0,0,0.625,1,"Iowa",8,1985
0,1,16.6140326623556,23204.0919018649,46.2322993481329,0,1,0,0,0,0,0,1,0,0,0.625,1,"Iowa",8,1986
1,0,0,23658.4402172406,46.2322993481329,0,1,0,0,0,0,0,0,1,0,0.625,1,"Iowa",8,1987
1,3,18.0407233953364,23355.494505296,46.2322993481329,0,1,0,0,0,0,0,0,0,1,0.625,1,"Iowa",8,1988
0,3,16.4906096589479,24122.4064062587,44.6881810862297,0,0,1,0,0,0,1,0,0,0,0.625,1,"Iowa",8,1989
2,3,17.2253818126224,23984.2666395469,44.6881810862297,0,0,1,0,0,0,0,1,0,0,0.625,1,"Iowa",8,1990
2,3,17.2293967992975,23581.0153037205,44.6881810862297,0,0,1,0,0,0,0,0,1,0,0.625,1,"Iowa",8,1991
1,3,17.0597041907768,24208.3035525726,44.6881810862297,0,0,1,0,0,0,0,0,0,1,0.625,1,"Iowa",8,1992
2,2,19.4729904317683,23366.4084248796,45.7983881387784,0,0,0,1,1,0,1,0,0,0,0.285714285714286,0,"Iowa",7,1993
0,2,18.2575905490783,24697.2627063394,45.7983881387784,0,0,0,1,1,0,0,1,0,0,0.285714285714286,0,"Iowa",7,1994
0,1,15.5910030546659,24768.5031832644,45.7983881387784,0,0,0,1,1,0,0,0,1,0,0.142857142857143,0,"Iowa",7,1995
2,4,17.9598095983426,25886.6654693487,45.7983881387784,0,0,0,1,1,0,0,0,0,1,0.142857142857143,0,"Iowa",7,1996
1,5,18.2472878179171,26542.904496708,45.1285336075409,0,0,0,0,0,0,1,0,0,0,0.285714285714286,0,"Iowa",7,1997
1,7,19.4749081619214,27324.0947439371,45.1285336075409,0,0,0,0,0,0,0,1,0,0,0.285714285714286,0,"Iowa",7,1998
2,5,18.7522040066219,27184.1159192006,45.1285336075409,0,0,0,0,0,0,0,0,1,0,0.285714285714286,1,"Iowa",7,1999
0,3,17.414810506914,27804.8716929277,45.1285336075409,0,0,0,0,0,0,0,0,0,1,0.285714285714286,1,"Iowa",7,2000
1,3,18.5321203057208,27676.2228081492,46.7904342583957,0,0,0,0,0,1,1,0,0,0,0.714285714285714,1,"Iowa",7,2001
1,2,16.8112428315183,27905.1062046978,46.7904342583957,0,0,0,0,0,1,0,1,0,0,0.714285714285714,0,"Iowa",7,2002
0,3,18.9575570448999,27759.2011935089,46.7904342583957,0,0,0,0,0,1,0,0,1,0,0.714285714285714,0,"Iowa",7,2003
1,2,17.4670942272291,29160.7082289692,46.7904342583957,0,0,0,0,0,1,0,0,0,1,0.714285714285714,0,"Iowa",7,2004
1,8,17.9265467202616,22267.2346468341,37.6716392854683,1,0,0,0,0,0,1,0,0,0,0.857142857142857,0,"Kansas",7,1981
1,7,18.7088291255526,22565.1663992395,37.6716392854683,1,0,0,0,0,0,0,1,0,0,0.857142857142857,0,"Kansas",7,1982
0,4,17.9470604742517,22664.7198371364,37.6716392854683,1,0,0,0,0,0,0,0,1,0,0.714285714285714,0,"Kansas",7,1983
1,5,18.001278127838,23830.6096113947,37.6716392854683,1,0,0,0,0,0,0,0,0,1,0.714285714285714,0,"Kansas",7,1984
0,4,18.2132986139879,24205.9343358309,38.5398308957906,0,1,0,0,0,0,1,0,0,0,0.714285714285714,0,"Kansas",7,1985
1,2,17.5695441073596,24678.9226581603,38.5398308957906,0,1,0,0,0,0,0,1,0,0,0.714285714285714,0,"Kansas",7,1986
0,4,18.9764403402716,24760.5473521256,38.5398308957906,0,1,0,0,0,0,0,0,1,0,0.714285714285714,1,"Kansas",7,1987
0,3,16.8731182352984,24809.8935381524,38.5398308957906,0,1,0,0,0,0,0,0,0,1,0.714285714285714,1,"Kansas",7,1988
0,1,16.2674661077026,24778.8239431214,37.5891772492412,0,0,1,0,0,0,1,0,0,0,0.714285714285714,1,"Kansas",7,1989
0,10,19.0018738098453,24945.0184362313,37.5891772492412,0,0,1,0,0,0,0,1,0,0,0.714285714285714,1,"Kansas",7,1990
1,11,19.7533847994047,24669.919342238,37.5891772492412,0,0,1,0,0,0,0,0,1,0,0.714285714285714,0,"Kansas",7,1991
0,5,20.6706221035369,25310.8105334625,37.5891772492412,0,0,1,0,0,0,0,0,0,1,0.714285714285714,0,"Kansas",7,1992
1,7,19.1707095600638,25260.9858641226,40.9006551995421,0,0,0,1,1,0,1,0,0,0,0.333333333333333,1,"Kansas",6,1993
0,5,18.614265493017,25534.7598734642,40.9006551995421,0,0,0,1,1,0,0,1,0,0,0.333333333333333,1,"Kansas",6,1994
0,6,18.5562761208364,25512.4306281712,40.9006551995421,0,0,0,1,1,0,0,0,1,0,0,0,"Kansas",6,1995
0,8,19.0584218869579,26258.4337915561,40.9006551995421,0,0,0,1,1,0,0,0,0,1,0,0,"Kansas",6,1996
0,1,17.148675529249,27012.5829776073,43.2196923874039,0,0,0,0,0,0,1,0,0,0,0,0,"Kansas",6,1997
2,4,18.4681034224918,28189.2682925823,43.2196923874039,0,0,0,0,0,0,0,1,0,0,0,0,"Kansas",6,1998
1,7,19.2006592996734,28349.2854952282,43.2196923874039,0,0,0,0,0,0,0,0,1,0,0.166666666666667,0,"Kansas",6,1999
1,1,17.5483418996889,28998.8298987569,43.2196923874039,0,0,0,0,0,0,0,0,0,1,0.166666666666667,0,"Kansas",6,2000
1,4,18.0060272098942,29186.9409768629,41.8232238002901,0,0,0,0,0,1,1,0,0,0,0.833333333333333,0,"Kansas",6,2001
1,6,18.5604426863275,28870.3543701547,41.8232238002901,0,0,0,0,0,1,0,1,0,0,0.833333333333333,1,"Kansas",6,2002
1,2,18.3674820494424,28880.6491222075,41.8232238002901,0,0,0,0,0,1,0,0,1,0,1,0,"Kansas",6,2003
2,2,17.8725593354757,29399.405881548,41.8232238002901,0,0,0,0,0,1,0,0,0,1,1,0,"Kansas",6,2004
1,3,16.2904668769991,17999.0769991301,43.6739996919129,1,0,0,0,0,0,1,0,0,0,0.333333333333333,0,"Kentucky",9,1981
1,6,17.4095461414199,18002.5017846756,43.6739996919129,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0,"Kentucky",9,1982
0,2,16.803996422853,17961.5921232131,43.6739996919129,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,"Kentucky",9,1983
1,2,16.1554514374664,19326.8123684591,43.6739996919129,1,0,0,0,0,0,0,0,0,1,0.333333333333333,0,"Kentucky",9,1984
0,5,17.4651692990669,19482.20810031,45.0664408868638,0,1,0,0,0,0,1,0,0,0,0.444444444444444,0,"Kentucky",9,1985
0,3,18.2184077803317,19843.3529208895,45.0664408868638,0,1,0,0,0,0,0,1,0,0,0.444444444444444,0,"Kentucky",9,1986
0,2,16.7608666243198,20328.134319794,45.0664408868638,0,1,0,0,0,0,0,0,1,0,0.444444444444444,0,"Kentucky",9,1987
0,1,17.6352582873452,20676.2115890154,45.0664408868638,0,1,0,0,0,0,0,0,0,1,0.444444444444444,0,"Kentucky",9,1988
3,3,17.0783963238806,21238.4738260393,44.3331944984821,0,0,1,0,0,0,1,0,0,0,0.444444444444444,0,"Kentucky",9,1989
0,5,17.6896874209622,21292.6258860106,44.3331944984821,0,0,1,0,0,0,0,1,0,0,0.444444444444444,0,"Kentucky",9,1990
1,4,17.5904101449894,21406.5616218155,44.3331944984821,0,0,1,0,0,0,0,0,1,0,0.444444444444444,0,"Kentucky",9,1991
0,3,17.7528513713367,22075.3770154289,44.3331944984821,0,0,1,0,0,0,0,0,0,1,0.444444444444444,0,"Kentucky",9,1992
0,3,18.0422443081601,21872.912609953,43.961355596405,0,0,0,1,1,0,1,0,0,0,0.625,1,"Kentucky",8,1993
1,5,18.463442603407,22171.1520569203,43.961355596405,0,0,0,1,1,0,0,1,0,0,0.625,1,"Kentucky",8,1994
1,2,17.5369132037938,22341.5529637001,43.961355596405,0,0,0,1,1,0,0,0,1,0,0.375,1,"Kentucky",8,1995
2,5,19.199500485304,22820.935435559,43.961355596405,0,0,0,1,1,0,0,0,0,1,0.375,1,"Kentucky",8,1996
1,3,18.7172914469844,23432.9163712326,47.2494677697009,0,0,0,0,0,0,1,0,0,0,0.25,1,"Kentucky",8,1997
2,6,19.161250602861,24384.0414170279,47.2494677697009,0,0,0,0,0,0,0,1,0,0,0.25,1,"Kentucky",8,1998
0,3,17.5812710563804,24634.9499700563,47.2494677697009,0,0,0,0,0,0,0,0,1,0,0.125,1,"Kentucky",8,1999
2,3,18.3480988151942,25564.9082218952,47.2494677697009,0,0,0,0,0,0,0,0,0,1,0.125,1,"Kentucky",8,2000
1,3,17.0505157650756,25391.9901382169,46.624794705625,0,0,0,0,0,1,1,0,0,0,0.875,1,"Kentucky",8,2001
2,4,20.5954324654365,25442.4869835411,46.624794705625,0,0,0,0,0,1,0,1,0,0,0.875,0,"Kentucky",8,2002
3,7,19.1634090990553,25759.9248289194,46.624794705625,0,0,0,0,0,1,0,0,1,0,0.875,0,"Kentucky",8,2003
2,3,18.6834895516728,26440.1859160116,46.624794705625,0,0,0,0,0,1,0,0,0,1,0.875,1,"Kentucky",8,2004
0,2,16.2479072624047,19866.3029422547,41.4993155299538,1,0,0,0,0,0,1,0,0,0,0.2,1,"Louisiana",10,1981
0,4,16.8370269486349,19737.6044497347,41.4993155299538,1,0,0,0,0,0,0,1,0,0,0.2,1,"Louisiana",10,1982
2,9,19.1466759731498,19740.0645428929,41.4993155299538,1,0,0,0,0,0,0,0,1,0,0.2,0,"Louisiana",10,1983
1,7,17.7648893498427,20258.1336976426,41.4993155299538,1,0,0,0,0,0,0,0,0,1,0.2,0,"Louisiana",10,1984
1,6,18.7967319669089,20290.5643531626,44.270125900326,0,1,0,0,0,0,1,0,0,0,0.2,0,"Louisiana",10,1985
0,2,17.3743710924345,19744.8946285675,44.270125900326,0,1,0,0,0,0,0,1,0,0,0.2,0,"Louisiana",10,1986
1,4,17.5901459790829,19384.7569090281,44.270125900326,0,1,0,0,0,0,0,0,1,0,0.3,0,"Louisiana",10,1987
0,3,17.0252260133868,19871.4241434582,44.270125900326,0,1,0,0,0,0,0,0,0,1,0.3,0,"Louisiana",10,1988
4,8,19.3698081161136,20313.4652793198,43.5262201749696,0,0,1,0,0,0,1,0,0,0,0.4,0,"Louisiana",10,1989
0,3,17.6896874208791,20927.9216726257,43.5262201749696,0,0,1,0,0,0,0,1,0,0,0.4,0,"Louisiana",10,1990
2,10,18.7943829493337,21059.7894624126,43.5262201749696,0,0,1,0,0,0,0,0,1,0,0.4,0,"Louisiana",10,1991
1,9,20.4725007082823,21557.1533876227,43.5262201749696,0,0,1,0,0,0,0,0,0,1,0.4,0,"Louisiana",10,1992
1,2,17.0306433966714,21738.7748456509,43.5748028843642,0,0,0,1,1,0,1,0,0,0,0.666666666666667,1,"Louisiana",9,1993
1,2,16.899467065154,22398.1038445581,43.5748028843642,0,0,0,1,1,0,0,1,0,0,0.666666666666667,1,"Louisiana",9,1994
1,7,18.8868399206325,22576.6551433522,43.5748028843642,0,0,0,1,1,0,0,0,1,0,0.666666666666667,1,"Louisiana",9,1995
0,4,18.2699645266676,22742.5934538219,43.5748028843642,0,0,0,1,1,0,0,0,0,1,0.666666666666667,0,"Louisiana",9,1996
1,4,17.937132889516,23236.9634345477,45.1942438480142,0,0,0,0,0,0,1,0,0,0,0.444444444444444,0,"Louisiana",9,1997
1,6,18.6591586592516,24084.5514635962,45.1942438480142,0,0,0,0,0,0,0,1,0,0,0.444444444444444,0,"Louisiana",9,1998
2,6,18.9358167191521,23824.5131732549,45.1942438480142,0,0,0,0,0,0,0,0,1,0,0.444444444444444,0,"Louisiana",9,1999
