"curr.pct","prev.pct","fema.dis","ppinc.adj","pinc.chg","cong.pres","pres.party","comp","ev","incumb","state"
62.6756879392198,56.8158605291245,1,24973.5571543212,1.86723748,0.787878787878788,0.25,41.0818180750808,12,1,"Virginia"
56.571143321596,57.0953460948888,0,24415.3268905799,0.850375879,0.366666666666667,1,43.7738935161922,9,1,"Washington"
55.2724343245984,47.6302182798702,1,18069.1202520176,-0.955460826,0.166666666666667,0,41.9834250273056,6,1,"West Virginia"
54.6238187735886,52.5903085785603,1,22899.1913599813,1.185532697,0.454545454545455,0.5,47.1892062420735,11,1,"Wisconsin"
71.4003997620719,69.1326259781299,0,23568.7893302348,1.208981002,1,0,33.8874312302094,3,1,"Wyoming"
59.7455683980889,61.2633953513183,0,20881.8004158166,2.116951733,0.277777777777778,0.5,43.7978474545958,9,0,"Alabama"
62.1633174342534,69.0559126477164,1,30346.3867892059,1.678037986,1,0,33.9176909779539,3,0,"Alaska"
60.7434915309925,67.116727570006,0,23822.3501804712,1.828886384,0.714285714285714,0.5,35.3526275269209,7,0,"Arizona"
57.1916427131151,61.2275881019441,0,19666.3516967485,1.30817281,0.166666666666667,0,41.143290604892,6,0,"Arkansas"
51.8073105363759,58.2245348221977,2,29876.341514827,2.113938293,0.404255319148936,1,43.7955649466299,47,0,"California"
53.9538243814971,64.3658481569433,0,26113.2570158175,1.844396758,0.5625,0,38.5887604220258,8,0,"Colorado"
52.581150456433,60.999168763018,0,36256.5015226152,2.539617782,0.5,0,43.6112060693519,8,0,"Connecticut"
56.2411895958693,59.9536726991956,0,28972.0696699263,2.53750399,0.333333333333333,1,45.3445061893284,3,0,"Delaware"
61.2520716458516,65.3324132135455,0,26487.5127437161,2.739169383,0.357142857142857,0.5,40.9788739890595,21,0,"Florida"
60.2036163447604,60.1978201481398,0,23990.5952752496,2.398837892,0.208333333333333,0,38.4025230503151,12,0,"Georgia"
45.1937240198411,55.7037242176494,1,28461.9270652365,2.814480083,0.125,0,47.3098617696548,4,0,"Hawaii"
63.287822850633,73.275571197415,0,20568.9086172481,1.477104874,0.75,0,30.8260704631029,4,0,"Idaho"
51.0492769963589,56.4732533072208,0,28374.145980134,1.071808349,0.375,1,46.0614168556763,24,0,"Illinois"
60.125991124932,62.0734291216837,0,23585.5507279938,0.909852469,0.568181818181818,1,41.4268214668239,12,0,"Indiana"
44.8515188599175,53.7238253300201,1,23355.494505296,-2.599335054,0.625,1,46.2322993481329,8,0,"Iowa"
56.7275017021865,67.0294771115697,0,24809.8935381524,1.701821073,0.714285714285714,0.5,38.5398308957906,7,0,"Kansas"
55.8537678117885,60.3933877042303,0,20676.2115890154,1.523466133,0.444444444444444,0,45.0664408868638,9,0,"Kentucky"
55.1912923239497,61.4191611625422,0,19871.4241434582,1.517351275,0.25,0,44.270125900326,10,0,"Louisiana"
55.7710187034683,61.0691179006016,0,23948.01320733,2.885167214,0.625,0.5,45.5300732560932,4,0,"Maine"
51.464430231117,52.7575271921446,0,31374.5148077024,2.260416452,0.25,0,47.5293049394002,10,0,"Maryland"
46.0177577473469,51.3983302372594,0,32532.7450253825,2.508715139,0.0769230769230769,0,46.7987915249261,13,0,"Massachusetts"
53.9780499600551,59.5463249981686,0,25956.7331388955,1.886123026,0.35,0,44.721163351721,20,0,"Michigan"
46.449140074756,49.909109231805,0,26693.625488264,0.350024436,0.5,0,47.0175716994643,10,0,"Minnesota"
60.5210829551828,62.2787090499952,0,17623.99797422,1.670747039,0.357142857142857,0,45.358793655039,7,0,"Mississippi"
51.9969116809772,60.024750667877,0,24399.8313794347,1.412129423,0.454545454545455,1,44.8559759549736,11,0,"Missouri"
52.9881897213843,61.301398763687,0,20268.7094994544,0.663303438,0.25,0,40.4163368786772,4,0,"Montana"
60.5456979484662,71.004753673293,0,24343.326141042,-0.357676283,0.6,0.5,32.2706477327058,5,0,"Nebraska"
60.8185891645857,67.3156815547829,0,27695.1661022885,3.241694728,0.625,0,36.8291979511334,4,0,"Nevada"
63.2336327271339,68.9259922673095,0,29821.0911390753,2.863177658,1,1,36.0884638052809,4,0,"New Hampshire"
56.9011576135352,60.5213910814963,0,33517.9457955484,2.721838003,0.375,1,43.6562653099739,16,0,"New Jersey"
52.5099157404854,60.3495981291882,0,20268.6246427717,2.068688492,0.6,0.5,42.832455870384,5,0,"New Mexico"
47.9314057631763,54.0177189576279,0,31672.6247544689,2.29270413,0.430555555555556,0,47.4287383588814,36,0,"New York"
58.15753786855,62.0278629498869,0,23472.1168215044,2.617661041,0.423076923076923,1,43.7730539739679,13,0,"North Carolina"
56.5953557278677,65.7345823831477,0,19406.3789496485,-9.72629521,0.166666666666667,0,36.7604687223015,3,0,"North Dakota"
55.4740646502507,59.4706927175844,0,25357.3733056319,1.627850665,0.434782608695652,0,44.8850974087253,23,0,"Ohio"
58.3898122724417,69.109825847699,0,21670.6446720246,1.261614338,0.3125,0.5,38.9676067851021,8,0,"Oklahoma"
47.616319202402,56.1047113393374,0,24159.6154675831,2.151806791,0.571428571428571,0.5,46.0851738800562,7,0,"Oregon"
51.1695469953377,53.7007314771217,0,26208.3994615299,2.190338573,0.5,0.5,47.0268311878627,25,0,"Pennsylvania"
44.1221294466894,51.8297302449253,0,27507.8693110199,2.873214581,0.5,1,45.4439456539112,4,0,"Rhode Island"
62.0721455644183,64.118044726664,0,21225.4330051249,1.879792746,0.4375,0.5,42.8429343242125,8,0,"South Carolina"
53.1923788085859,63.2995132435679,0,20910.4939080286,-2.342940079,0.5,1,40.1079978438426,3,0,"South Dakota"
58.2186405019708,58.181848094453,0,22645.6915770739,2.091049809,0.272727272727273,0.5,45.03176162151,11,0,"Tennessee"
56.3463329311373,63.7863051730134,1,23361.201282262,1.719343291,0.379310344827586,0.5,42.4826169349313,29,0,"Texas"
67.3878748319007,75.1200210096818,0,20110.4162288506,1.835594573,0.9,1,27.3115785219026,5,0,"Utah"
51.7817130767244,58.6649107277791,0,24378.3651695944,2.641002686,0.666666666666667,0,43.9967635830645,3,0,"Vermont"
60.3589460575824,62.6756879392198,0,28222.8213879543,2.171242743,0.625,0,43.274010892064,12,0,"Virginia"
49.1922882454142,56.571143321596,0,26167.4685860938,2.601537046,0.45,0,44.7710723385734,10,0,"Washington"
47.6231068023794,55.2724343245984,0,19092.0451042264,1.255030943,0,1,44.762700858535,6,0,"West Virginia"
48.176533705439,54.6238187735886,0,24477.1770461339,1.758607449,0.454545454545455,0.5,47.3080763267838,11,0,"Wisconsin"
61.4248764225773,71.4003997620719,0,22740.2684419811,0.613234455,1,0,33.21085655154,3,0,"Wyoming"
53.821126459903,59.7455683980889,0,22271.4497066568,1.612903226,0.236111111111111,1,42.7715659811845,9,1,"Alabama"
56.5742620386702,62.1633174342534,0,30573.56498457,0.802158018,1,0,33.8271947577297,3,1,"Alaska"
51.3019039830119,60.7434915309925,0,22849.2306765932,2.82375852,0.714285714285714,1,34.6425646888888,7,1,"Arizona"
40.0077329338775,57.1916427131151,1,20834.744245144,2.520623281,0.166666666666667,0,43.7536877473391,6,1,"Arkansas"
41.4832712306209,51.8073105363759,4,28909.5415551374,1.607452748,0.414893617021277,1,43.4990705367773,47,1,"California"
47.197934477175,53.9538243814971,0,27131.8909548044,1.99650913,0.5,0,39.2492438026325,8,1,"Colorado"
45.8748832925733,52.581150456433,0,36455.1644356287,2.620394337,0.375,0,43.6208281526121,8,1,"Connecticut"
44.8020072952747,56.2411895958693,1,29138.8586347605,1.099177187,0.333333333333333,1,44.1794508182526,3,1,"Delaware"
51.184783448359,61.2520716458516,3,26242.6461690413,2.978299024,0.5,0.5,38.1215840644687,21,1,"Florida"
49.6578715489034,60.2036163447604,0,24518.4895573086,2.7193358,0.0833333333333333,0,40.6474158885007,12,1,"Georgia"
43.2800222691787,45.1937240198411,1,30962.5379412473,3.219649224,0.125,0,46.1353135223683,4,1,"Hawaii"
59.6614830211566,63.287822850633,0,21970.0403802757,1.790834821,0.625,0,30.3077930548736,4,1,"Idaho"
41.4117817877532,51.0492769963589,1,28984.3775297934,2.641021961,0.3125,1,46.0459357714365,24,1,"Illinois"
53.8348945339388,60.125991124932,2,24469.6497143987,2.248131155,0.393939393939394,0,39.3344170277448,12,1,"Indiana"
46.2674708864379,44.8515188599175,1,24208.3035525726,1.461960902,0.625,1,44.6881810862297,8,1,"Iowa"
53.5410555876176,56.7275017021865,0,25310.8105334625,2.289236188,0.714285714285714,0.5,37.5891772492412,7,1,"Kansas"
48.131222305234,55.8537678117885,0,22075.3770154289,2.029400888,0.444444444444444,0,44.3331944984821,9,1,"Kentucky"
47.3348621395844,55.1912923239497,1,21557.1533876227,2.082409665,0.4,0,43.5262201749696,10,1,"Louisiana"
43.9441271354517,55.7710187034683,1,23460.9284379597,0.922590282,0.5,1,43.7501266539689,4,1,"Maine"
41.7000999607823,51.464430231117,0,31027.5655594537,1.730683809,0.25,0,48.0529681701733,10,1,"Maryland"
37.9076531599639,46.0177577473469,0,31539.3968689407,2.728513883,0.0769230769230769,0.5,48.1762514977437,13,1,"Massachusetts"
45.3848403530289,53.9780499600551,0,26141.8018899142,3.259118852,0.35,0.5,44.309738048326,20,1,"Michigan"
42.2786597755136,46.449140074756,1,27562.2952488248,2.522769987,0.4,0.5,48.0479457150399,10,1,"Minnesota"
54.9284894673842,60.5210829551828,2,18713.241067138,1.626587549,0.357142857142857,0.25,42.1739585970921,7,1,"Mississippi"
43.4930338996864,51.9969116809772,0,24870.02368746,1.923361298,0.5,1,44.8043077699008,11,1,"Missouri"
48.2759428751247,52.9881897213843,0,21679.8075788297,1.056463702,0.5,1,40.6817223535445,4,1,"Montana"
61.3053463654329,60.5456979484662,1,24869.8507632655,2.028994783,0.4,0.5,32.2947263144277,5,1,"Nebraska"
48.1752224803823,60.8185891645857,0,28385.823991387,3.624321896,0.25,0,33.9794668725436,4,1,"Nevada"
49.2034486445505,63.2336327271339,0,28280.6431167418,3.196068876,0.875,1,33.5908942109029,4,1,"New Hampshire"
48.5796816479065,56.9011576135352,1,33910.0555459474,2.665093321,0.375,0.25,41.7227689301124,16,1,"New Jersey"
44.8578432302436,52.5099157404854,1,20916.9900710949,1.05846389,0.6,0.5,42.4107397957385,5,1,"New Mexico"
40.5216522805084,47.9314057631763,0,31962.520711146,3.205850259,0.388888888888889,0,47.4807361514822,36,1,"New York"
50.4584642791867,58.15753786855,0,24218.4882767199,1.965555115,0.346153846153846,1,42.9049721839395,13,1,"North Carolina"
57.8747047729088,56.5953557278677,0,22710.9556403408,1.109936575,0,0,35.5631173789519,3,1,"North Dakota"
48.8318366530455,55.4740646502507,1,25787.1738583599,2.340492735,0.434782608695652,0.5,43.1065858740301,23,1,"Ohio"
55.6221183026187,58.3898122724417,0,22333.7059520309,1.161386561,0.375,0.5,36.3760761998301,8,1,"Oklahoma"
43.3661084834072,47.616319202402,0,24723.9036845819,1.43354354,0.5,0,45.3196713398304,7,1,"Oregon"
44.4514705389847,51.1695469953377,0,27294.8127927118,1.96434274,0.54,0,47.089361886808,25,1,"Pennsylvania"
38.1562771817918,44.1221294466894,0,26820.8725154792,2.012886234,0.625,0.5,45.3754479090763,4,1,"Rhode Island"
54.6353383707608,62.0721455644183,0,21790.2370076134,1.561766657,0.375,1,41.0081287431449,8,1,"South Carolina"
52.2610337683386,53.1923788085859,1,22877.3853238797,1.246765467,0.333333333333333,1,39.2915496965822,3,1,"South Dakota"
47.401963352924,58.2186405019708,0,23877.321833477,2.327577074,0.272727272727273,0,44.4831963143636,11,1,"Tennessee"
52.2421631658855,56.3463329311373,3,24313.4734883553,2.549050951,0.310344827586207,0.5,40.9000070340113,29,1,"Texas"
63.7535791139803,67.3878748319007,0,20713.8442368831,1.948638966,0.7,1,26.5089730388005,5,1,"Utah"
39.7457986414931,51.7817130767244,1,24504.614424859,1.126453488,0.5,0.5,45.3178117075606,3,1,"Vermont"
52.5550129341434,60.3589460575824,1,28034.3326559475,1.982718771,0.458333333333333,0,40.0498351580244,12,1,"Virginia"
42.4082989274888,49.1922882454142,0,27903.5982960179,3.729287923,0.4,0,45.1752662763098,10,1,"Washington"
42.2311619180593,47.6231068023794,0,20709.1846107962,1.588548784,0,0,46.6602969192171,5,1,"West Virginia"
47.2054914978846,48.176533705439,3,25300.0350422564,2.375466592,0.5,1,46.98746878443,11,1,"Wisconsin"
53.7920234293966,61.4248764225773,0,24866.6551444683,1.660761736,1,0,32.6806992790736,3,1,"Wyoming"
46.2661288463111,46.178873540097,2,23081.3944264574,0.83854333,0.555555555555556,0,41.7233032635633,9,0,"Alabama"
39.5714974941662,43.4257379613298,1,29661.0120032291,0.684757799,0,0.5,37.40216929312,3,0,"Alaska"
51.2237711518543,48.6980960169881,0,23934.529212348,1.393959509,0.3125,0,40.2792923053298,8,0,"Arizona"
59.3528248647555,59.9922670661225,1,21753.6994765372,0.983841276,0.583333333333333,1,40.5295007062728,6,0,"Arkansas"
57.216271625123,58.516728769379,1,29093.8056436825,1.597214295,0.564814814814815,0,43.8171419573491,54,0,"California"
49.2407923697726,52.802065522825,0,29390.5723534901,1.856001895,0.3125,1,42.9594206462448,8,0,"Colorado"
60.3635068823127,54.1251167074267,1,37269.2003018551,1.265753022,0.625,0,44.0981880243741,8,0,"Connecticut"
58.62365663257,55.1979927047253,1,29571.6238202377,2.105153457,0.333333333333333,1,42.8690483334033,3,0,"Delaware"
53.1549611951064,48.815216551641,1,27189.5863153592,1.249184301,0.4,1,40.743577230748,25,0,"Florida"
49.3677308014458,50.3421284510966,0,26373.7021709992,1.276524818,0.5,1,43.0854783520011,13,0,"Georgia"
64.2761518082488,56.7199777308213,1,28762.7417978522,0.311062577,1,1,44.2566740237901,4,0,"Hawaii"
39.2009724242841,40.3385169788434,1,23273.3247658809,0.969880504,0.125,0.5,34.5917076435985,4,0,"Idaho"
59.6050921854578,58.5882182122468,3,30400.7023011142,1.277109106,0.590909090909091,0,44.6297504947245,22,0,"Illinois"
46.8515936449544,46.1651054660612,2,25709.873890438,0.989199859,0.458333333333333,1,41.3218950731485,12,0,"Indiana"
55.7333889237327,53.7325291135621,2,25886.6654693487,1.114227592,0.214285714285714,0,45.7983881387784,7,0,"Iowa"
39.9276344520159,46.4589444123824,0,26258.4337915561,1.364483493,0.166666666666667,0.5,40.9006551995421,6,0,"Kansas"
50.5290511843428,51.868777694766,2,22820.935435559,0.983401908,0.5,1,43.961355596405,8,0,"Kentucky"
56.5608382715921,52.6651378604156,0,22742.5934538219,0.984007032,0.666666666666667,0.75,43.5748028843642,9,0,"Louisiana"
62.6621204168553,56.0558728645483,4,24371.4749353583,1.505424785,0.375,0,42.3679968437939,4,0,"Maine"
58.6384234862724,58.2999000392177,3,31486.7538423592,1.379089843,0.6,1,45.8260475125069,10,0,"Maryland"
68.639835449174,62.0923468400361,3,33255.9343394974,1.607279672,0.833333333333333,0,44.1756935566838,12,0,"Massachusetts"
57.3244133666968,54.6151596469711,1,27937.8607908415,1.062494771,0.611111111111111,0,43.9534884649351,18,0,"Michigan"
59.3793887797748,57.7213402244864,2,29558.6091944926,1.192090857,0.7,0,46.2123030273582,10,0,"Minnesota"
47.2527762454129,45.0715105326158,0,20346.9839467521,0.643882098,0.642857142857143,0,40.7572395091459,7,0,"Mississippi"
53.5470374764282,56.5069661003136,0,25916.9508157286,1.512259699,0.545454545454545,1,43.8237905169441,11,0,"Missouri"
48.3125895492758,51.7240571248753,2,21892.7468680069,1.376227725,0.666666666666667,0,44.6621181300178,3,0,"Montana"
39.445177499217,38.6946536345671,1,27045.4467103681,2.665849548,0.4,1,35.7147340042693,5,0,"Nebraska"
50.586531355247,51.8247775196177,0,29982.5618901145,2.104379015,0.625,1,40.0136505870046,4,0,"Nevada"
55.6106661607332,50.7965513554495,2,30376.3953214617,1.357350452,0.125,0,39.014607883369,4,0,"New Hampshire"
59.9667853061272,51.4203183520935,1,35023.1894719181,1.383710697,0.533333333333333,0.25,43.719044317625,15,0,"New Jersey"
54.0241305610316,55.1421567697564,0,21872.5322209176,0.905450634,0.4,0.5,43.99944312019,5,0,"New Mexico"
66.017495921116,59.4783477194916,2,32671.5251253215,1.71004854,0.56060606060606,0.5,44.8117796953523,33,0,"New York"
47.4700133302654,49.5415357208133,4,25655.4058948512,1.767669276,0.428571428571429,1,43.1187116341255,14,0,"North Carolina"
46.0886809941584,42.1252952270912,1,24215.685515607,-0.151931703,1,0,39.9317857053586,3,0,"North Dakota"
53.5969491817205,51.1681633469545,2,26806.4543495717,0.611591914,0.452380952380952,0,44.6290264284034,21,0,"Ohio"
45.5993908932942,44.3778816973813,1,22692.8798190164,0.986881695,0.375,0.5,38.9594145257469,8,0,"Oklahoma"
54.6931157196582,56.6338915165928,2,26894.079712386,1.806145586,0.571428571428571,1,44.9592387821573,7,0,"Oregon"
55.1612053608325,55.5485294610153,5,27981.4926003224,1.000557907,0.5,0.5,46.5270640221751,23,0,"Pennsylvania"
69.0042133874984,61.8437228182082,1,27707.7581312038,1.353863563,0.625,0.5,43.482892127852,4,0,"Rhode Island"
46.7792844421717,45.3646616292392,1,23055.0311351884,1.029800419,0.4375,0,39.7248237793856,8,0,"South Carolina"
48.0664146048655,47.7389662316614,1,24698.4123945831,2.031191045,0.833333333333333,0,43.7490247265025,3,0,"South Dakota"
51.2866423418606,52.598036647076,0,25119.2743142405,1.083870103,0.545454545454545,0.5,43.6671582521668,11,0,"Tennessee"
47.3393766178777,47.7578368341145,1,25425.4003926332,1.87072349,0.640625,0.5,42.5417329099879,32,0,"Texas"
37.9805121807439,36.2464208860197,0,22447.6426258799,1.377976846,0.3,0,31.2461750148124,5,0,"Utah"
63.182830384062,60.2542013585069,2,25245.586389542,0.508809235,0.666666666666667,1,43.0997249456632,3,0,"Vermont"
48.9394054929331,47.4449870658566,3,28774.5702943343,1.165350633,0.576923076923077,0.25,41.4701176896848,13,0,"Virginia"
57.1946528447813,57.5917010725112,2,28819.5559203392,1.431328858,0.545454545454545,1,45.0098146171023,11,0,"Washington"
58.3546651761079,57.7688380819407,5,21201.5967835806,0.680070964,1,1,44.8606114652801,5,0,"West Virginia"
55.9191966614502,52.7945085021154,1,26750.7911528617,1.071879454,0.5,0,46.919402143245,11,0,"Wisconsin"
42.512082565104,46.2079765706034,0,25143.1480874655,1.206272618,0,0.5,37.7942334619847,3,0,"Wyoming"
42.4144716102514,46.2661288463111,2,24888.2028490648,0.905169166,0.222222222222222,0.5,44.2331446627731,9,1,"Alabama"
32.0630514362708,39.5714974941662,1,31270.3654856979,0.646905987,0,1,40.2779726737475,3,1,"Alaska"
46.7174008328601,51.2237711518543,1,26869.9874728518,1.048434842,0.125,0.75,45.5769444447138,8,1,"Arizona"
47.1993104895792,59.3528248647555,0,22959.673613882,0.326068593,0.5,0.5,41.1544217853356,6,1,"Arkansas"
56.2029899990718,57.216271625123,1,33995.8681981075,-0.285302399,0.564814814814815,0.5,44.1532296897073,54,1,"California"
45.51416423958,49.2407923697726,0,34943.8527440773,0.615042055,0.25,0.5,47.4949674884835,8,1,"Colorado"
59.2556580488545,60.3635068823127,0,43450.1668663538,0.941217635,0.75,0,44.3100753179425,8,1,"Connecticut"
56.7400647852884,58.62365663257,0,32325.7878880528,1.373109931,0.333333333333333,1,43.3123870222785,3,1,"Delaware"
49.9953905919664,53.1549611951064,2,29854.4717697016,0.823480781,0.36,0.5,44.802727903561,25,1,"Florida"
44.0162463770973,49.3677308014458,2,29308.3186900474,0.629404325,0.307692307692308,1,46.2739953351963,13,1,"Georgia"
59.8272962804293,64.2761518082488,0,29755.7894396629,1.17075709,1,1,41.399198160257,4,1,"Hawaii"
29.151509544256,39.2009724242841,1,25210.7706415831,1.270215204,0,0,38.7505555174982,4,1,"Idaho"
56.1800103158396,59.6050921854578,0,33704.073363303,0.570105378,0.522727272727273,0,43.5858042019789,22,1,"Illinois"
41.9952174674181,46.8515936449544,0,28412.1096258043,-0.93949035,0.375,1,44.2969026620279,12,1,"Indiana"
50.1627791875182,55.7333889237327,0,27804.8716929277,-0.314621626,0.285714285714286,0.5,45.1285336075409,7,1,"Iowa"
39.0830925364719,39.9276344520159,1,28998.8298987569,-0.66463181,0.0833333333333333,0,43.2196923874039,6,1,"Kansas"
42.2722129959838,50.5290511843428,2,25564.9082218953,0.043144967,0.1875,1,47.2494677697009,8,1,"Kentucky"
46.0607540336528,56.5608382715921,1,24167.8290258379,0.480152723,0.444444444444444,0,45.1942438480142,9,1,"Louisiana"
52.7478415410004,62.6621204168553,1,27195.4974018743,0.724464136,0.5,0,41.8369960050427,4,1,"Maine"
58.4708246005902,58.6384234862724,1,35871.2218391049,1.390590375,0.6,1,43.8657487477977,10,1,"Maryland"
64.7893437606338,68.639835449174,0,39535.4219538251,0.449884655,1,0,38.4285251527123,12,1,"Massachusetts"
52.6346064817341,57.3244133666968,1,30945.8791909006,-0.206083532,0.611111111111111,0,44.6941256754257,18,1,"Michigan"
51.2864119758113,59.3793887797748,1,33526.3223680387,0.844214811,0.7,0,43.1161370234983,10,1,"Minnesota"
41.3991498618883,47.2527762454129,0,21996.7615597949,0.274022653,0.357142857142857,0.25,43.934401274282,7,1,"Mississippi"
48.2880513432493,53.5470374764282,1,28526.3394331187,-0.024634214,0.454545454545455,1,45.983028247427,11,1,"Missouri"
36.3436380213303,48.3125895492758,1,24012.4609393066,1.368476847,0.333333333333333,0,47.8667809010054,3,1,"Montana"
34.820519137915,39.445177499217,0,28928.2833311964,-0.027240534,0.2,0.5,39.1980443951059,5,1,"Nebraska"
48.1431615003276,50.586531355247,0,31872.6738962057,0.81901008,0.625,0.5,45.5900339868499,4,1,"Nevada"
49.3321998047812,55.6106661607332,0,34971.5193699787,1.325680252,0,1,43.4530499188945,4,1,"New Hampshire"
58.2114094167209,59.9667853061272,1,40179.6571397893,1.346279348,0.566666666666667,0,43.9039129094147,15,1,"New Jersey"
50.0319260293091,54.0241305610316,2,23177.1864536163,1.04703013,0.3,0,46.1079323095755,5,1,"New Mexico"
63.0890757133658,66.017495921116,1,36544.3845191758,1.69897567,0.606060606060606,0,40.8118540408562,33,1,"New York"
43.5360030184969,47.4700133302654,1,28346.2901499642,0.289987514,0.428571428571429,1,46.2846703941762,14,1,"North Carolina"
35.2726034293837,46.0886809941584,1,26291.7530573434,-0.540906018,1,0,43.872873497794,3,1,"North Dakota"
